SBD,HoTen,NgaySinh,KV,DT,UT,Toan,Van,Ly,Hoa,Sinh,Su,Dia,Anh,Nga,Phap,Trung,Duc,Nhat
BKT042872,Ngo Van Kiem,11/30/1997,KV2-NT,Khong,Khong,6,NA,6.75,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
BKT079295,Nguyen Van Hoa,2/20/1997,KV3,NDT2,Khong,5.5,7,4.25,NA,7.5,NA,NA,8.5,NA,NA,NA,NA,NA
KTA088596,Tran Thi Sang,1/15/1997,KV3,Khong,Khong,1.25,8,4.5,8.25,NA,NA,NA,9.5,NA,NA,NA,NA,NA
BKT004947,Le Van Hao,3/16/1997,KV3,Khong,Khong,8,7,3.5,6.25,NA,NA,NA,6,NA,NA,NA,NA,NA
SPB036406,Le Nhu Hai,12/6/1997,KV2-NT,Khong,Khong,4,5.75,8.25,7.25,NA,NA,5,6,NA,NA,NA,NA,NA
ABC084773,Nguyen Van Ha,1/2/1997,KV2-NT,NDT2,Khong,9,5.5,4.25,8.5,5,NA,7,NA,NA,NA,NA,NA,NA
TLA013907,Nguyen Van Hung,2/14/1997,KV2-NT,Khong,Khong,6.25,5.5,NA,7.75,9.5,NA,6,3.5,NA,NA,NA,NA,NA
KTA018703,Nguyen Van Tuan,12/24/1997,KV2-NT,Khong,Khong,5.5,4.5,NA,9,8.75,NA,NA,2.75,NA,NA,NA,NA,NA
SPB012820,Do Thi Hung,4/20/1997,KV2-NT,Khong,Khong,6.25,7.75,6,5.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA
TMA052006,Pham Thi Ha,10/2/1997,KV2-NT,Khong,Khong,7.5,5.25,7,5.5,NA,NA,8.5,NA,NA,NA,NA,NA,NA
TMA043730,Nguyen Minh Hung,9/8/1997,KV1,Khong,Khong,5.25,NA,6.75,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA
ABC027473,Hoang Van Kien,12/29/1997,KV2-NT,Khong,Khong,8,8.5,6.25,4.25,NA,NA,9.5,3,NA,NA,NA,NA,NA
CON067779,Tran Hai Kien,12/28/1997,KV2,Khong,Khong,5.25,4,6.75,NA,NA,NA,8.25,6,NA,NA,NA,NA,NA
ABC012031,Le Van Hoa,11/10/1997,KV2-NT,Khong,Khong,6.75,7.5,4.5,9.5,NA,NA,8,1.75,NA,NA,NA,NA,NA
CON001909,Phan Thi Anh,7/12/1997,KV3,Khong,Khong,7.25,3.75,NA,6.5,4.75,NA,NA,8.5,NA,NA,NA,NA,NA
TLA084567,Vu Van Khoa,12/9/1997,KV2,Khong,Khong,6.75,4.5,NA,6.75,4.5,NA,7.5,7.75,NA,NA,NA,NA,NA
SPB003519,Le Hai Hung,11/8/1997,KV2-NT,Khong,Khong,5.75,7,7.25,NA,5.25,NA,8.75,5.25,NA,NA,NA,NA,NA
SPB035332,Nguyen Van Hai,10/5/1997,KV2,Khong,Khong,6.25,7.5,8.5,7.75,4.25,NA,NA,NA,NA,NA,NA,NA,NA
SPB057199,Pham Hai Dung,2/24/1997,KV2-NT,Khong,Khong,8.25,5.75,7,8,NA,NA,NA,2.75,NA,NA,NA,NA,NA
TMA055790,Tran Van Nga,4/4/1997,KV2,Khong,Khong,7.25,8.75,5.5,NA,NA,NA,6.5,3,NA,NA,NA,NA,NA
CON055555,Pham Thi Cao,2/16/1997,KV2,Khong,Khong,6.5,7,6,4.5,NA,NA,7.5,4.5,NA,NA,NA,NA,NA
ABC061557,Nguyen Nhu Ha,3/31/1997,KV2,Khong,Khong,5.5,NA,7.75,NA,6.25,NA,NA,5,NA,NA,NA,NA,NA
TMA084353,Nguyen Van Dung,11/26/1997,KV2,Khong,Khong,7.5,6.5,7.25,7,4.5,NA,NA,3.75,NA,NA,NA,NA,NA
CON034235,Tran Thi Tuan,6/4/1997,KV2,NDT1,Khong,7.25,5.75,7.75,7.5,3,NA,NA,6.75,NA,NA,NA,NA,NA
BKT094166,Vu Van Giang,10/14/1997,KV2,Khong,Khong,6.75,7.5,NA,7.25,8,NA,NA,2.75,NA,NA,NA,NA,NA
KTA008151,Tran Van Hai,6/30/1997,KV2,NDT1,Khong,6.5,6.5,6.75,4.5,NA,NA,NA,6.5,NA,NA,NA,NA,NA
SPB045488,Nguyen Van Cao,8/18/1997,KV1,Khong,Khong,6,7.25,6.5,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA
ABC077867,Nguyen Van Dung,12/15/1997,KV2,Khong,Khong,8,4,7.75,5.25,NA,4,NA,8.75,NA,NA,NA,NA,NA
ABC036770,Tran Nhu Hao,4/23/1997,KV2-NT,Khong,Khong,8,6.5,7,5.75,3.25,NA,8.75,5.75,NA,NA,NA,NA,NA
KTA006373,Nguyen Thi Cao,5/19/1997,KV2-NT,Khong,Khong,7.75,4.5,6.5,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
SPB076275,Phan Van Hai,2/27/1997,KV2,Khong,Khong,7.5,6.75,7.5,6.75,NA,NA,NA,2.75,NA,NA,NA,NA,NA
KTA031200,Nguyen Nhu Tuan,9/8/1997,KV2,Khong,Khong,9,5,NA,9,NA,NA,8.75,2.5,NA,NA,NA,NA,NA
BKT030421,Pham Hai Hoa,1/19/1997,KV2-NT,Khong,Khong,8.75,7.25,8.75,NA,5.5,NA,6.25,2,NA,NA,NA,NA,NA
BKT085725,Le Thi Ha,8/14/1997,KV2-NT,Khong,Khong,9,5.75,NA,6.5,NA,NA,NA,4.5,NA,NA,NA,NA,NA
KTA041191,Tran Thi Kiem,3/21/1997,KV3,Khong,Khong,6,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC005217,Nguyen Van Anh,5/10/1997,KV2-NT,Khong,Khong,7.25,4.5,NA,6.5,5.5,NA,8.75,NA,NA,NA,NA,NA,NA
KTA076887,Nguyen Thi Nga,3/25/1997,KV3,Khong,Khong,3.25,5.75,7,7.5,NA,NA,9,NA,NA,NA,NA,NA,NA
BKT035412,Nguyen Van Dung,2/14/1997,KV2,Khong,Khong,5.75,NA,7,NA,4.5,NA,NA,7.5,NA,NA,NA,NA,NA
ABC034449,Le Thi Nga,5/4/1997,KV2-NT,Khong,Khong,7,5,NA,NA,NA,NA,NA,9.25,NA,NA,NA,NA,NA
ABC013417,Tran Thi Hung,1/30/1997,KV2-NT,Khong,Khong,5.25,7.5,5.75,8,NA,5,7,6,NA,NA,NA,NA,NA
CON067782,Le Van Kien,7/9/1997,KV2-NT,Khong,Khong,6.25,6.5,4.25,6.25,6,NA,NA,8,NA,NA,NA,NA,NA
CON020019,Pham Nhu Sang,5/2/1997,KV2-NT,Khong,Khong,7,6,4.5,7.25,7,6,NA,6,NA,NA,NA,NA,NA
ABC077598,Tran Thi Hung,3/22/1997,KV2-NT,Khong,Khong,4.5,7.75,7.75,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
ABC000235,Dang Van Kien,2/12/1997,KV3,Khong,Khong,7.75,6,7.5,6.5,NA,NA,7.5,2.75,NA,NA,NA,NA,NA
ABC011064,Nguyen Van Thang,8/28/1997,KV2,Khong,Khong,9,6.5,3.75,8.25,NA,5,5.5,NA,NA,NA,NA,NA,NA
KTA077886,Le Van Ha,9/1/1997,KV3,Khong,Khong,6.5,7,NA,7,NA,NA,NA,7.25,NA,NA,NA,NA,NA
SPB059761,Vu Minh Nga,6/17/1997,KV2,Khong,Khong,6,7.25,7.5,8,NA,NA,6,NA,NA,NA,NA,NA,NA
TLA006019,Tran Thi Ha,8/6/1997,KV2,Khong,Khong,6.25,4.75,6.5,7.25,NA,NA,5.25,NA,NA,NA,NA,NA,NA
TLA026277,Nguyen Van Quan,1/2/1997,KV2,Khong,Khong,8,6,7.5,NA,NA,NA,6,3,NA,NA,NA,NA,NA
BKT046654,Nguyen Thi Hung,12/17/1997,KV2-NT,Khong,Khong,6.25,5.5,8.5,3.5,NA,NA,NA,7.25,NA,NA,NA,NA,NA
TLA068915,Hoang Thi Kien,4/19/1997,KV1,Khong,Khong,6,6.25,7.5,6,NA,NA,NA,7.25,NA,NA,NA,NA,NA
SPB009554,Le Van Giang,6/18/1997,KV2-NT,Khong,Khong,7.25,7,7.5,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON052857,Nguyen Van Tuan,1/13/1997,KV2-NT,Khong,Khong,6,7.75,NA,6,NA,NA,6.25,7.5,NA,NA,NA,NA,NA
ABC082157,Nguyen Van Sang,9/5/1997,KV2-NT,Khong,Khong,7.5,7.5,6.5,6.5,NA,4.5,NA,NA,NA,NA,NA,NA,NA
CON025034,Nguyen Van Khoa,5/4/1997,KV3,Khong,Khong,6.25,6,7.75,6.75,5.75,NA,7,3.25,NA,NA,NA,NA,NA
SPB090629,Dang Van Sang,5/27/1997,KV2-NT,Khong,Khong,8.25,6,5.5,8.5,NA,NA,NA,2.25,NA,NA,NA,NA,NA
KTA051340,Pham Van Nguyet,8/6/1997,KV2-NT,Khong,Khong,7,6.75,NA,5.75,NA,8.5,NA,3.5,NA,NA,NA,NA,NA
KTA026163,Nguyen Thi Kien,8/8/1997,KV2-NT,Khong,Khong,7.25,NA,NA,7.5,NA,NA,7.5,2.25,NA,NA,NA,NA,NA
BKT050518,Bui Thi Tuan,12/23/1997,KV3,Khong,Khong,7,4.75,7.75,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA
CON064721,Duong Thi Khoa,2/9/1997,KV2-NT,Khong,Khong,8,6,7,8,NA,5.5,NA,NA,NA,NA,NA,NA,NA
CON043334,Nguyen Thi Hao,10/3/1997,KV2,Khong,Khong,8,6.5,6.5,6.75,NA,NA,NA,4.5,NA,NA,NA,NA,NA
SPB002915,Dang Thi Anh,8/26/1997,KV2,Khong,Khong,7.25,6.25,6.25,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA
TMA015178,Nguyen Xuan Thang,8/1/1997,KV2-NT,Khong,Khong,8.25,4.75,7,NA,NA,NA,5,5,NA,NA,NA,NA,NA
KTA062522,Tran Van Hao,6/11/1997,KV2-NT,Khong,Khong,5.5,4,7.75,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
KTA075634,Nguyen Van Nguyet,1/13/1997,KV2,Khong,Khong,6.75,6.75,NA,6,NA,NA,6,5.5,NA,NA,NA,NA,NA
SPB034393,Nguyen Hai Hao,12/20/1997,KV1,Khong,Khong,6.25,4.75,8.5,7.5,NA,NA,5.5,NA,NA,NA,NA,NA,NA
ABC079728,Pham Thi Anh,4/9/1997,KV2-NT,NDT1,Khong,5,7,7.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON059981,Le Thi Anh,6/12/1997,KV2,Khong,Khong,5.25,5,5.5,7.5,NA,NA,NA,7.75,NA,NA,NA,NA,NA
KTA060597,Nguyen Thi Hao,9/22/1997,KV2,Khong,Khong,7.75,NA,6.75,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMA005496,Le Van Hoa,1/14/1997,KV2-NT,Khong,Khong,6.5,7,5.75,NA,7.75,NA,NA,3.75,NA,NA,NA,NA,NA
TLA043228,Nguyen Thi Huong,3/5/1997,KV2-NT,Khong,Khong,7.25,6.75,NA,8.5,4.5,5.25,NA,4,NA,NA,NA,NA,NA
BKT092812,Nguyen Thi Hao,1/13/1997,KV2,Khong,Khong,4.75,6,7.5,7.5,NA,NA,NA,4.5,NA,NA,NA,NA,NA
BKT028252,Hoang Nhu Giang,5/22/1997,KV2-NT,Khong,Khong,7,7,3.75,7,NA,NA,NA,5.5,NA,NA,NA,NA,NA
KTA034021,Tran Thi Hoa,7/14/1997,KV2,Khong,Khong,1.25,5,6,8,NA,7.75,NA,9,NA,NA,NA,NA,NA
CON058677,Nguyen Nhu Hai,11/12/1997,KV2,Khong,Khong,6.75,6.75,NA,NA,5,NA,NA,7.25,NA,NA,NA,NA,NA
TLA049945,Hoang Thi Hai,2/14/1997,KV2,Khong,Khong,8.5,6.5,NA,8.25,NA,NA,NA,3.75,NA,NA,NA,NA,NA
KTA070607,Ly Thi Hue,10/1/1997,KV2-NT,NDT1,Khong,6.75,6.5,6.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
KTA094118,Pham Thi Cao,3/20/1997,KV2,Khong,Khong,6.5,7,4.5,NA,NA,NA,8.75,5.5,NA,NA,NA,NA,NA
TMA061613,Vu Thi Kiem,6/27/1997,KV2,Khong,Khong,7.25,5,6.5,8,NA,NA,6.75,NA,NA,NA,NA,NA,NA
ABC038907,Nguyen Thi Huong,7/18/1997,KV2,NDT2,Khong,3.75,5.75,8,NA,NA,NA,NA,8.25,NA,NA,NA,NA,NA
BKT067087,Nguyen Thi Hao,5/3/1997,KV2-NT,Khong,Khong,9.25,5.5,7.5,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA
KTA020390,Ho Thi Sang,6/16/1997,KV2-NT,Khong,Khong,8,6,6,6.25,NA,4.25,7.75,9.75,NA,NA,NA,NA,NA
SPB057389,Nguyen Van Thang,12/30/1997,KV3,NDT2,Khong,4,4.75,7.5,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPB027411,Vu Thi Kien,10/30/1997,KV2,Khong,Khong,7.25,4.5,7.25,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA
KTA013872,Nguyen Van Hung,4/5/1997,KV3,Khong,Khong,7.5,5.25,6.25,9,NA,3.5,7.75,NA,NA,NA,NA,NA,NA
KTA070554,Nguyen Van Khoa,10/17/1997,KV2-NT,Khong,Khong,9,4.5,7.25,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
CON059176,Vu Thi Huong,9/21/1997,KV2-NT,Khong,Khong,7.25,3.25,6.75,9.75,NA,NA,5,NA,NA,NA,NA,NA,NA
KTA033604,Nguyen Van Kiem,10/25/1997,KV2,Khong,Khong,6.75,NA,6.5,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
KTA086436,Pham Van Sang,12/6/1997,KV1,Khong,Khong,6,6.5,7.25,NA,6.5,NA,6.5,3.5,NA,NA,NA,NA,NA
BKT048940,Hoang Thi Sang,6/14/1997,KV2,Khong,Khong,6,5.25,8.5,NA,4.25,4.75,NA,8,NA,NA,NA,NA,NA
TMA043725,Pham Thi Giang,8/17/1997,KV1,Khong,Khong,5.5,3,8.25,7.5,NA,NA,9.5,2.25,NA,NA,NA,NA,NA
ABC094019,Tran Thi Tuan,8/27/1997,KV3,Khong,Khong,8.25,6.75,5.5,NA,NA,NA,6,7,NA,NA,NA,NA,NA
ABC039904,Nguyen Thi Nguyet,2/15/1997,KV2-NT,Khong,Khong,4.5,6.5,NA,7.25,2.5,NA,NA,9.25,NA,NA,NA,NA,NA
BKT088982,Nguyen Thi Ha,9/16/1997,KV2-NT,Khong,Khong,6.5,5.75,6.75,6.5,NA,NA,6,NA,NA,NA,NA,NA,NA
ABC046789,Nguyen Thi Kien,8/14/1997,KV2-NT,Khong,Khong,6.75,7.25,7.5,NA,NA,7,3.5,4.25,NA,NA,NA,NA,NA
ABC006788,Le Van Huong,9/3/1997,KV3,Khong,Khong,6.75,6.5,5.75,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
SPB040938,Nguyen Xuan Sang,12/12/1997,KV2,NDT2,Khong,7.5,4.5,NA,5,5.25,NA,8.75,NA,NA,NA,NA,NA,NA
TLA054367,Nguyen Van Hue,9/7/1997,KV2-NT,Khong,Khong,7,6,6.5,7.5,7.75,NA,NA,2,NA,NA,NA,NA,NA
TMA087875,Hoang Van Thang,9/30/1997,KV1,Khong,Khong,3.25,6,8.25,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLA040422,Nguyen Dang Ha,5/26/1997,KV2-NT,Khong,Khong,9,6,6.5,3,5.5,NA,9,NA,NA,NA,NA,NA,NA
TLA023496,Pham Thi Quan,2/26/1997,KV3,Khong,Khong,6.5,7.5,8.25,NA,5.75,NA,NA,3.5,NA,NA,NA,NA,NA
TMA056638,Do Van Hue,10/6/1997,KV2,Khong,Khong,7.25,5,6,7.25,NA,7.25,9,4,NA,NA,NA,NA,NA
BKT018292,Le Thi Dung,6/19/1997,KV2-NT,Khong,Khong,6.75,NA,8,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC082987,Nguyen Thi Dung,9/6/1997,KV3,Khong,Khong,7.5,7,6.25,9.5,NA,6.75,5.5,2.5,NA,NA,NA,NA,NA
CON001693,Tran Thi Quan,9/22/1997,KV2-NT,Khong,Khong,7,5.5,NA,7.5,NA,NA,7.5,3.75,NA,NA,NA,NA,NA
TLA031876,Nguyen Xuan Hai,9/15/1997,KV1,NDT1,Khong,7.25,NA,6.5,8.75,NA,NA,4.25,4,NA,NA,NA,NA,NA
ABC000260,Phan Van Quan,7/11/1997,KV1,Khong,Khong,1.75,6.25,8.25,7.75,NA,7.25,NA,5,NA,NA,NA,NA,NA
TMA047239,Hoang Nhu Ha,4/1/1997,KV2,Khong,Khong,4.25,5.75,6.5,5.25,NA,NA,NA,8.75,NA,NA,NA,NA,NA
ABC068118,Nguyen Dang Nguyet,6/14/1997,KV3,Khong,Khong,2.5,5.75,NA,7.5,NA,NA,8.75,5.75,NA,NA,NA,NA,NA
KTA038128,Nguyen Thi Nga,12/5/1997,KV2,NDT1,Khong,6.5,4.5,5,5,NA,8.5,NA,6.75,NA,NA,NA,NA,NA
SPB048138,Nguyen Hai Dung,6/19/1997,KV2-NT,Khong,Khong,6.75,7.5,NA,8.25,NA,2.75,NA,5,NA,NA,NA,NA,NA
CON071549,Pham Van Cao,9/9/1997,KV2,Khong,Khong,9,6,5.5,NA,NA,8,NA,3.75,NA,NA,NA,NA,NA
SPB009256,Vu Van Hao,9/2/1997,KV2,Khong,Khong,6,5.75,8.5,7.75,NA,6.75,NA,5.5,NA,NA,NA,NA,NA
CON064103,Nguyen Van Hai,6/13/1997,KV2,Khong,Khong,6.5,NA,6.75,NA,NA,6.5,NA,7.5,NA,NA,NA,NA,NA
CON043105,Nguyen Thi Cao,10/1/1997,KV2,Khong,Khong,6.75,6.75,NA,4.25,NA,NA,NA,6.75,NA,NA,NA,NA,NA
BKT005095,Le Thi Sang,8/16/1997,KV2-NT,Khong,Khong,7,6,4.75,6.5,NA,NA,6.25,7.75,NA,NA,NA,NA,NA
ABC040166,Le Thi Quan,12/16/1997,KV2-NT,Khong,Khong,4.75,NA,5,NA,4.25,NA,7,9.25,NA,NA,NA,NA,NA
TLA095377,Tran Van Ha,6/16/1997,KV2,NDT2,Khong,7.75,5.75,NA,5.75,4.5,6,NA,7.75,NA,NA,NA,NA,NA
TMA017302,Nguyen Van Ha,10/22/1997,KV2-NT,Khong,Khong,7.5,6,6,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA
BKT085841,Tran Thi Anh,8/8/1997,KV1,Khong,Khong,6.75,5.5,6.75,7,NA,NA,6.5,5.5,NA,NA,NA,NA,NA
TLA082002,Pham Van Dung,10/3/1997,KV2-NT,Khong,Khong,6.75,7.5,5.5,5,NA,NA,NA,5.5,NA,NA,NA,NA,NA
TMA060598,Nguyen Thi Anh,1/12/1997,KV3,Khong,Khong,8.25,6,NA,NA,NA,6.5,NA,7.75,NA,NA,NA,NA,NA
CON008322,Tran Van Hai,1/3/1997,KV3,Khong,Khong,6.75,6.5,NA,6.5,NA,NA,8.25,2.5,NA,NA,NA,NA,NA
CON020477,Nguyen Thi Ha,6/17/1997,KV2-NT,Khong,Khong,7.75,5.5,5.5,4.5,NA,NA,NA,8.75,NA,NA,NA,NA,NA
CON062175,Tran Van Tuan,9/12/1997,KV1,Khong,Khong,9,7.5,8.5,7.5,NA,NA,5,3.5,NA,NA,NA,NA,NA
SPB038586,Nguyen Van Hao,11/9/1997,KV2-NT,Khong,Khong,5.5,7.25,6.75,6.5,NA,NA,NA,8.25,NA,NA,NA,NA,NA
ABC009263,Le Thi Phuong,6/19/1997,KV2,Khong,Khong,7.5,4.5,6.5,6.25,NA,NA,NA,6.5,NA,NA,NA,NA,NA
SPB022733,Le Thi Ha,4/25/1997,KV3,Khong,Khong,5.25,NA,6.75,NA,NA,NA,7.75,6.75,NA,NA,NA,NA,NA
SPB008519,Nguyen Van Hue,12/15/1997,KV2,Khong,Khong,4.5,6.5,7.5,7,6,NA,NA,NA,NA,NA,NA,NA,NA
TLA000447,Nguyen Thi Nga,7/10/1997,KV2,Khong,Khong,6.5,6.75,7.25,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA
KTA024954,Le Nhu Hung,5/18/1997,KV2-NT,Khong,Khong,7,6.5,7.5,6.75,5,NA,NA,3.25,NA,NA,NA,NA,NA
TLA083789,Tran Thi Giang,2/15/1997,KV2,Khong,Khong,5,5,6.75,NA,NA,NA,7.5,8,NA,NA,NA,NA,NA
ABC057146,Nguyen Thi Huong,9/1/1997,KV2-NT,Khong,Khong,5.5,6.5,8.5,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
ABC084159,Dang Thi Tuan,7/14/1997,KV2,Khong,Khong,6.25,6,6.5,7,NA,NA,8,NA,NA,NA,NA,NA,NA
ABC056070,Tran Van Nguyet,7/28/1997,KV2-NT,Khong,Khong,6,5,7.5,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA
ABC086326,Le Van Sang,8/11/1997,KV2-NT,Khong,Khong,6.5,NA,7.5,9,4,7.75,5.5,2.5,NA,NA,NA,NA,NA
TLA063427,Nguyen Xuan Anh,7/17/1997,KV2-NT,Khong,Khong,6.75,7,7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT024746,Nguyen Nhu Nga,3/23/1997,KV2-NT,Khong,Khong,5.5,5.75,7.5,2.75,NA,9.25,NA,5.25,NA,NA,NA,NA,NA
TMA022736,Pham Van Nguyet,6/18/1997,KV2-NT,Khong,Khong,8.25,6.75,NA,4.5,9.5,NA,NA,5.25,NA,NA,NA,NA,NA
TLA039604,Nguyen Thi Kiem,1/2/1997,KV2,Khong,Khong,5.25,6,6.5,9.75,5.5,NA,NA,3.25,NA,NA,NA,NA,NA
ABC015620,Hoang Thi Tuan,4/8/1997,KV2-NT,Khong,Khong,7.75,NA,8.5,6.75,NA,NA,NA,3.25,NA,NA,NA,NA,NA
TMA030849,Phan Thi Anh,6/30/1997,KV1,Khong,Khong,3.25,8.25,NA,NA,NA,NA,5.5,7.75,NA,NA,NA,NA,NA
KTA088759,Nguyen Van Nga,8/5/1997,KV2-NT,Khong,Khong,6.25,NA,6,9.5,4.5,NA,6.5,3.5,NA,NA,NA,NA,NA
TMA055844,Tran Thi Kien,1/8/1997,KV3,Khong,Khong,6.25,4,7.75,6.75,5.5,NA,NA,7,NA,NA,NA,NA,NA
KTA037080,Pham Thi Tuan,6/4/1997,KV2-NT,Khong,Khong,7.5,6,5.75,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON041751,Pham Van Dung,9/30/1997,KV2,Khong,Khong,5.5,4.5,NA,7.5,6.5,NA,NA,6.25,NA,NA,NA,NA,NA
BKT003416,Tran Van Ha,5/12/1997,KV2,Khong,Khong,7.5,4.75,5.25,7.5,NA,NA,NA,5,NA,NA,NA,NA,NA
SPB014054,Nguyen Van Hoa,10/16/1997,KV1,Khong,Khong,5.5,7,6.5,NA,NA,NA,9,2.5,NA,NA,NA,NA,NA
BKT068233,Hoang Thi Tuan,3/31/1997,KV2,Khong,Khong,3.5,5.25,9,8.5,4.25,NA,5.5,NA,NA,NA,NA,NA,NA
KTA001788,Le Van Anh,11/1/1997,KV2,Khong,Khong,6.5,6.25,NA,7,NA,NA,NA,6.75,NA,NA,NA,NA,NA
TLA024453,Tran Hai Quan,2/6/1997,KV1,Khong,Khong,6.5,4,6.25,7,NA,NA,6.25,NA,NA,NA,NA,NA,NA
BKT004017,Nguyen Thi Ha,6/25/1997,KV2-NT,Khong,Khong,6.5,7.5,7.5,4.25,NA,NA,7,8.25,NA,NA,NA,NA,NA
SPB001759,Tran Nhu Thang,6/2/1997,KV2,NDT2,Khong,7,NA,4.5,5,NA,NA,NA,7.75,NA,NA,NA,NA,NA
TMA045265,Nguyen Van Kiem,7/5/1997,KV2-NT,Khong,Khong,6,5.75,6.25,NA,NA,NA,9,3,NA,NA,NA,NA,NA
BKT008116,Tran Van Nguyet,10/29/1997,KV2,Khong,Khong,7.5,NA,NA,5.75,4.75,NA,NA,8,NA,NA,NA,NA,NA
TMA064382,Tran Van Giang,2/7/1997,KV2-NT,Khong,Khong,9,6,7.5,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA
BKT073109,Phan Thi Huong,6/19/1997,KV2,Khong,Khong,7,6.75,4.5,8.5,NA,NA,8,3,NA,NA,NA,NA,NA
BKT087671,Le Van Hue,11/27/1997,KV3,Khong,Khong,1,6.25,8.5,8.75,NA,NA,7.75,4.75,NA,NA,NA,NA,NA
SPB076824,Nguyen Van Dung,4/21/1997,KV2,Khong,Khong,2,6.75,6.5,NA,NA,7.75,NA,8.25,NA,NA,NA,NA,NA
TMA013169,Tran Thi Huong,10/17/1997,KV2,Khong,Khong,8.5,5,7.75,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA
BKT040883,Dang Van Thang,7/8/1997,KV2,Khong,Khong,8.5,5,6.5,NA,NA,NA,5.5,5,NA,NA,NA,NA,NA
ABC013285,Phan Van Khoa,8/7/1997,KV2-NT,Khong,Khong,8,7.5,5.25,6.75,NA,4,NA,5,NA,NA,NA,NA,NA
ABC008629,Nguyen Dang Kiem,7/4/1997,KV3,Khong,Khong,7.5,6,7.5,8.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA
SPB067762,Nguyen Nhu Hung,3/30/1997,KV3,Khong,Khong,6.25,6.75,7.25,7,NA,NA,NA,8,NA,NA,NA,NA,NA
BKT096991,Hoang Thi Tuan,6/24/1997,KV2-NT,Khong,Khong,9,6.5,4.5,NA,4.75,NA,NA,8.25,NA,NA,NA,NA,NA
KTA003620,Nguyen Van Giang,3/2/1997,KV2,Khong,Khong,7,6,5.75,7,NA,NA,NA,5,NA,NA,NA,NA,NA
SPB084943,Phan Van Anh,4/6/1997,KV2-NT,Khong,Khong,7.25,5.5,7,NA,NA,7.5,NA,2.75,NA,NA,NA,NA,NA
TLA073662,Nguyen Thi Khoa,4/19/1997,KV3,Khong,Khong,7,NA,NA,4.5,NA,NA,9.25,5.5,NA,NA,NA,NA,NA
SPB063037,Tran Minh Hue,8/29/1997,KV2-NT,Khong,Khong,8.25,7,7.5,8.75,4.25,NA,6.5,3,NA,NA,NA,NA,NA
BKT083617,Nguyen Van Hao,5/2/1997,KV2-NT,Khong,Khong,6.75,6,NA,8.5,NA,NA,NA,3.75,NA,NA,NA,NA,NA
TMA097343,Tran Thi Hoa,4/11/1997,KV2-NT,Khong,Khong,6.25,NA,5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLA002470,Nguyen Thi Phuong,12/9/1997,KV2,Khong,Khong,6.5,8.75,5,6.25,NA,5,NA,5,NA,NA,NA,NA,NA
KTA046679,Nguyen Thi Phuong,8/8/1997,KV2-NT,Khong,Khong,6.5,4.5,NA,8.25,NA,9.5,NA,7.25,NA,NA,NA,NA,NA
TLA001174,Tran Thi Phuong,4/22/1997,KV2,Khong,Khong,6,7.75,NA,6.75,6,7.75,NA,6,NA,NA,NA,NA,NA
KTA095305,Ngo Thi Hai,3/13/1997,KV2-NT,Khong,Khong,6.75,NA,3.5,6.5,NA,NA,NA,8.75,NA,NA,NA,NA,NA
TMA077275,Nguyen Thi Phuong,10/7/1997,KV2-NT,Khong,Khong,8,6.75,6.5,7.75,4.5,NA,6.75,2.25,NA,NA,NA,NA,NA
CON026398,Nguyen Thi Khoa,4/19/1997,KV2-NT,Khong,Khong,5,5.5,7.5,NA,NA,6.25,6,8.75,NA,NA,NA,NA,NA
